"invoiceno","invoicedate","customer_id","employee_id"
"572324",2011-10-24 09:52:00.000,14607,56
"549305",2011-04-08 08:40:00.000,15189,59
"580777",2011-12-06 11:06:00.000,14547,33
"537594",2010-12-07 12:28:00.000,12647,60
"580852",2011-12-06 11:53:00.000,16790,35
C567919,2011-09-22 17:20:00.000,17037,54
C543787,2011-02-11 17:05:00.000,15061,60
C569549,2011-10-04 17:32:00.000,15955,9
C550013,2011-04-14 10:49:00.000,12982,56
"549683",2011-04-11 13:24:00.000,14273,56
"541970",2011-01-24 13:48:00.000,15179,18
"570660",2011-10-11 14:18:00.000,14866,9
"559124",2011-07-06 12:31:00.000,14621,9
"572678",2011-10-25 13:46:00.000,13182,54
"565476",2011-09-05 10:48:00.000,14156,53
"577472",2011-11-20 11:28:00.000,14503,55
"537793",2010-12-08 12:57:00.000,15032,35
"541181",2011-01-14 11:50:00.000,12877,60
"570879",2011-10-13 08:42:00.000,12685,34
C570490,2011-10-10 17:16:00.000,14356,54
"541838",2011-01-23 10:43:00.000,12916,56
C552805,2011-05-11 12:34:00.000,14149,60
"541500",2011-01-18 15:25:00.000,18041,34
C567714,2011-09-22 10:11:00.000,16316,33
"581357",2011-12-08 12:29:00.000,13314,9
"548368",2011-03-30 15:52:00.000,17677,9
"552291",2011-05-08 14:00:00.000,15421,53
C556096,2011-06-08 15:29:00.000,13599,53
C567978,2011-09-23 10:40:00.000,14546,54
"551747",2011-05-04 11:00:00.000,14298,52
"548565",2011-04-01 10:23:00.000,16180,18
"574587",2011-11-06 10:29:00.000,14936,53
"547035",2011-03-20 10:33:00.000,13911,60
"554942",2011-05-27 14:01:00.000,17841,53
"551791",2011-05-04 11:26:00.000,13220,60
"556682",2011-06-14 09:42:00.000,15358,33
C542427,2011-01-28 09:34:00.000,14180,59
"554115",2011-05-22 15:03:00.000,15938,60
"554978",2011-05-29 11:05:00.000,16889,53
"574079",2011-11-02 16:19:00.000,17595,34
"547728",2011-03-25 10:51:00.000,16029,35
"576137",2011-11-14 10:45:00.000,15482,59
"561116",2011-07-25 12:22:00.000,13520,53
"576849",2011-11-16 15:39:00.000,13924,56
"560048",2011-07-14 15:02:00.000,13515,54
C577815,2011-11-22 09:16:00.000,17071,59
"547942",2011-03-28 14:57:00.000,14538,53
"568718",2011-09-28 16:17:00.000,18102,18
"548007",2011-03-29 10:51:00.000,13769,52
"561637",2011-07-28 14:45:00.000,17949,55
"550481",2011-04-18 14:08:00.000,17634,53
"567181",2011-09-18 15:15:00.000,17750,36
"564170",2011-08-23 13:59:00.000,17696,35
C558088,2011-06-26 12:08:00.000,14475,52
C550475,2011-04-18 13:59:00.000,13798,35
"554704",2011-05-26 10:09:00.000,15658,18
"563588",2011-08-17 19:15:00.000,17450,33
"572139",2011-10-21 10:19:00.000,18241,35
"579345",2011-11-29 11:46:00.000,12727,52
C574268,2011-11-03 14:22:00.000,14359,59
"547052",2011-03-20 12:07:00.000,18225,35
C559651,2011-07-11 12:43:00.000,13184,60
"576054",2011-11-13 14:55:00.000,15787,54
"578451",2011-11-24 12:27:00.000,17133,18
"560501",2011-07-19 11:08:00.000,16475,34
"537388",2010-12-06 13:35:00.000,17682,52
"581144",2011-12-07 13:46:00.000,14085,55
"538207",2010-12-10 11:33:00.000,12748,59
"540028",2011-01-04 13:38:00.000,14180,55
"559547",2011-07-10 15:12:00.000,17758,52
"579414",2011-11-29 12:52:00.000,14719,18
"566329",2011-09-12 12:20:00.000,14527,18
"541008",2011-01-13 10:48:00.000,17848,9
"567339",2011-09-19 15:01:00.000,14146,60
"536974",2010-12-03 13:59:00.000,12682,60
"558719",2011-07-01 13:48:00.000,13576,59
"572745",2011-10-25 16:20:00.000,14085,56
"536990",2010-12-03 15:14:00.000,12793,53
"555577",2011-06-05 15:53:00.000,15301,54
C554373,2011-05-24 11:23:00.000,16998,53
"568873",2011-09-29 12:15:00.000,14188,9
C580701,2011-12-05 16:25:00.000,14793,35
"569077",2011-09-30 11:18:00.000,13092,33
"543115",2011-02-03 13:27:00.000,14606,59
"581352",2011-12-08 12:26:00.000,14698,9
C564952,2011-08-31 13:36:00.000,14188,54
"578811",2011-11-25 13:28:00.000,12438,9
"567897",2011-09-22 16:07:00.000,12364,55
C551659,2011-05-03 12:14:00.000,13668,52
"577503",2011-11-20 12:34:00.000,18110,54
C557965,2011-06-24 09:32:00.000,13115,18
"548198",2011-03-29 16:05:00.000,16712,52
"575740",2011-11-11 09:25:00.000,18130,35
C578259,2011-11-23 13:02:00.000,16660,9
"562377",2011-08-04 15:04:00.000,14535,60
"581126",2011-12-07 12:43:00.000,18272,59
"566572",2011-09-13 12:52:00.000,13488,54
C580180,2011-12-02 12:00:00.000,14688,52
"566562",2011-09-13 12:18:00.000,17365,35
"542627",2011-01-31 09:51:00.000,14426,56
"573103",2011-10-27 14:56:00.000,16513,35
"558039",2011-06-24 12:44:00.000,18219,35
"572460",2011-10-24 12:54:00.000,17001,33
C572022,2011-10-20 10:58:00.000,16474,59
"562516",2011-08-05 12:25:00.000,15129,53
"579132",2011-11-28 12:35:00.000,15022,9
"540507",2011-01-09 11:20:00.000,12939,52
"553682",2011-05-18 13:20:00.000,14646,53
"558182",2011-06-27 12:11:00.000,17386,34
"555552",2011-06-05 13:44:00.000,13610,59
"542600",2011-01-30 11:11:00.000,16923,52
"541712",2011-01-21 11:19:00.000,17890,56
"565732",2011-09-06 12:10:00.000,17068,9
"561690",2011-07-29 09:11:00.000,13875,59
C554100,2011-05-22 13:27:00.000,15555,59
"580690",2011-12-05 15:44:00.000,16597,56
"554366",2011-05-24 10:24:00.000,17450,52
"574777",2011-11-07 10:23:00.000,17761,33
C564210,2011-08-24 09:10:00.000,14194,9
"563950",2011-08-22 10:39:00.000,12471,55
"575894",2011-11-11 14:25:00.000,12748,35
"548611",2011-04-01 11:31:00.000,18230,33
C560331,2011-07-18 11:20:00.000,17706,36
"547792",2011-03-25 12:07:00.000,17979,54
"562578",2011-08-07 13:17:00.000,14331,34
C542082,2011-01-25 12:25:00.000,15213,36
"564201",2011-08-24 08:09:00.000,12540,36
C579127,2011-11-28 12:22:00.000,12674,55
"578953",2011-11-27 14:50:00.000,13546,9
"540407",2011-01-07 09:55:00.000,16839,34
C580056,2011-12-01 13:12:00.000,14911,36
"556722",2011-06-14 11:23:00.000,17428,52
"542692",2011-01-31 12:35:00.000,14467,59
"553575",2011-05-18 10:08:00.000,18260,36
"543285",2011-02-07 09:48:00.000,14600,36
"543369",2011-02-07 14:49:00.000,16255,54
C581117,2011-12-07 12:24:00.000,16393,56
C547388,2011-03-22 16:07:00.000,12352,9
"556488",2011-06-12 13:52:00.000,16018,55
"575767",2011-11-11 11:11:00.000,17348,55
"543057",2011-02-03 10:50:00.000,16333,52
C540246,2011-01-05 15:43:00.000,13081,55
"578258",2011-11-23 13:01:00.000,13263,59
"556490",2011-06-12 14:08:00.000,13078,52
"552624",2011-05-10 12:53:00.000,14505,35
"565616",2011-09-05 15:26:00.000,15238,9
"545344",2011-03-02 09:24:00.000,16678,18
"557268",2011-06-19 11:26:00.000,13097,53
C551949,2011-05-05 11:22:00.000,14149,18
"578736",2011-11-25 11:33:00.000,12681,18
"561334",2011-07-26 14:27:00.000,15440,35
"580753",2011-12-06 10:00:00.000,12682,60
"539018",2010-12-15 14:00:00.000,16134,54
C550472,2011-04-18 13:52:00.000,18009,52
"560978",2011-07-22 12:20:00.000,15815,9
"547920",2011-03-28 12:52:00.000,14730,53
C542038,2011-01-25 11:47:00.000,14534,55
"538558",2010-12-13 10:58:00.000,13069,34
"577615",2011-11-21 10:22:00.000,12658,56
"578511",2011-11-24 13:27:00.000,17975,53
"579457",2011-11-29 14:20:00.000,14824,53
"573095",2011-10-27 14:40:00.000,14239,59
"573933",2011-11-02 10:33:00.000,17135,56
"544097",2011-02-16 09:56:00.000,12455,33
"576513",2011-11-15 12:10:00.000,14715,55
"543382",2011-02-07 16:21:00.000,14030,60
"576356",2011-11-14 16:30:00.000,15681,33
C543742,2011-02-11 13:38:00.000,14676,55
C548723,2011-04-04 09:02:00.000,15874,34
"562204",2011-08-03 12:54:00.000,16324,60
"554066",2011-05-22 10:40:00.000,12916,9
"576200",2011-11-14 12:14:00.000,15572,60
"540316",2011-01-06 13:00:00.000,16676,18
"551859",2011-05-04 15:37:00.000,14336,55
"557751",2011-06-22 12:56:00.000,14092,53
"538488",2010-12-12 12:41:00.000,13715,55
"570724",2011-10-12 11:22:00.000,12602,35
"578856",2011-11-27 11:18:00.000,17769,36
"575967",2011-11-13 12:40:00.000,16794,33
"579142",2011-11-28 13:06:00.000,16744,34
C542259,2011-01-26 17:09:00.000,16656,54
"571809",2011-10-19 11:44:00.000,15039,53
"536857",2010-12-03 10:33:00.000,16883,34
"537628",2010-12-07 15:02:00.000,16293,18
"580441",2011-12-04 12:18:00.000,13808,55
"579690",2011-11-30 14:03:00.000,15060,59
"562541",2011-08-05 15:39:00.000,18102,34
C575004,2011-11-08 11:17:00.000,13587,34
"554356",2011-05-24 09:25:00.000,12670,33
"544203",2011-02-17 10:30:00.000,12362,52
"576613",2011-11-15 16:34:00.000,13854,56
"577689",2011-11-21 11:29:00.000,17664,54
"580555",2011-12-05 10:18:00.000,14911,59
"537612",2010-12-07 13:28:00.000,13769,34
"576589",2011-11-15 14:29:00.000,17659,18
"557327",2011-06-20 09:50:00.000,14194,60
"543021",2011-02-02 14:36:00.000,15421,53
"542595",2011-01-30 10:19:00.000,14040,53
C565681,2011-09-06 10:42:00.000,15521,60
"558420",2011-06-29 11:46:00.000,14577,53
C573271,2011-10-28 13:00:00.000,14606,55
"577694",2011-11-21 11:50:00.000,14702,35
"541006",2011-01-13 10:43:00.000,13993,60
"551665",2011-05-03 12:35:00.000,17442,55
"564062",2011-08-22 14:41:00.000,17706,56
"545905",2011-03-08 08:53:00.000,15234,36
"580634",2011-12-05 12:29:00.000,14060,52
"578278",2011-11-23 13:51:00.000,12748,55
"560592",2011-07-19 16:36:00.000,13225,55
"570188",2011-10-07 15:13:00.000,13763,60
"565583",2011-09-05 12:41:00.000,12816,33
"565861",2011-09-07 14:47:00.000,17368,59
"570714",2011-10-12 10:20:00.000,13520,35
"578516",2011-11-24 13:53:00.000,14591,9
"579469",2011-11-29 15:00:00.000,13068,53
"558679",2011-07-01 10:58:00.000,17800,53
"542928",2011-02-02 10:22:00.000,17863,33
"581418",2011-12-08 15:02:00.000,17451,9
"564162",2011-08-23 13:27:00.000,13481,53
"575718",2011-11-10 18:04:00.000,16907,54
C552237,2011-05-06 16:44:00.000,14056,54
"536789",2010-12-02 15:25:00.000,17850,52
C564903,2011-08-31 12:05:00.000,16984,9
"543281",2011-02-06 15:34:00.000,14606,18
"538364",2010-12-10 17:26:00.000,14448,56
"545543",2011-03-03 14:43:00.000,13476,9
"540645",2011-01-10 14:20:00.000,14060,36
"575340",2011-11-09 14:31:00.000,15485,18
"575887",2011-11-11 14:03:00.000,17243,53
"568660",2011-09-28 12:33:00.000,15134,52
"562549",2011-08-05 16:10:00.000,17092,60
"564713",2011-08-28 10:43:00.000,16768,35
"565836",2011-09-07 11:41:00.000,17511,18
C560874,2011-07-21 14:53:00.000,17677,56
"551315",2011-04-27 15:08:00.000,17725,55
"562441",2011-08-04 18:18:00.000,14543,55
"545328",2011-03-01 15:47:00.000,16389,18
"561680",2011-07-28 19:13:00.000,18268,52
"543550",2011-02-10 09:43:00.000,12601,53
"561202",2011-07-25 15:14:00.000,17705,56
"561120",2011-07-25 12:50:00.000,15835,55
"561900",2011-07-31 15:31:00.000,16655,9
"556918",2011-06-15 13:37:00.000,12415,18
C536855,2010-12-03 10:11:00.000,18225,60
"539280",2010-12-16 15:40:00.000,14373,18
"539082",2010-12-16 09:22:00.000,13317,36
"577090",2011-11-17 16:02:00.000,13828,35
"553888",2011-05-19 16:09:00.000,15201,34
"568785",2011-09-29 09:16:00.000,16929,59
"548666",2011-04-01 14:58:00.000,13124,9
"579168",2011-11-28 14:12:00.000,17806,53
"569574",2011-10-05 10:30:00.000,15127,18
"564842",2011-08-30 13:47:00.000,16133,53
C548009,2011-03-29 10:55:00.000,14245,52
"581381",2011-12-08 12:54:00.000,16933,35
"562137",2011-08-03 10:04:00.000,12720,9
"563012",2011-08-11 12:00:00.000,17284,33
C563220,2011-08-14 14:22:00.000,16150,33
"579279",2011-11-29 10:23:00.000,15298,35
"572298",2011-10-23 14:33:00.000,14071,52
"576658",2011-11-16 11:05:00.000,14534,56
"558259",2011-06-28 08:19:00.000,15304,35
"559062",2011-07-06 10:09:00.000,13253,33
"547047",2011-03-20 11:46:00.000,14258,53
"558867",2011-07-04 12:41:00.000,17765,52
"547401",2011-03-22 17:00:00.000,17576,9
"575754",2011-11-11 10:43:00.000,17295,9
"564428",2011-08-25 11:27:00.000,17844,33
"550714",2011-04-20 11:12:00.000,15249,36
"554646",2011-05-25 12:39:00.000,17790,52
"539076",2010-12-16 08:03:00.000,16525,60
"557129",2011-06-16 19:59:00.000,17841,56
"565901",2011-09-07 15:34:00.000,13798,18
C558531,2011-06-30 11:31:00.000,15039,60
"580651",2011-12-05 13:32:00.000,16851,52
"576638",2011-11-16 09:35:00.000,13890,33
"546367",2011-03-11 11:38:00.000,15513,56
"541428",2011-01-18 08:53:00.000,14242,9
"550315",2011-04-17 11:44:00.000,17990,9
"581168",2011-12-07 14:52:00.000,16779,34
"544059",2011-02-15 13:00:00.000,14534,33
"562575",2011-08-07 12:54:00.000,15411,59
"554164",2011-05-23 11:58:00.000,14364,36
"546411",2011-03-11 16:43:00.000,12939,56
"556719",2011-06-14 11:21:00.000,17428,36
"548792",2011-04-04 12:42:00.000,14711,52
"553202",2011-05-15 16:02:00.000,15854,36
"550487",2011-04-18 14:21:00.000,18219,56
"573889",2011-11-01 13:44:00.000,13571,35
"536808",2010-12-02 16:46:00.000,17659,33
"561864",2011-07-31 10:43:00.000,13217,54
"570665",2011-10-11 14:22:00.000,16120,54
"546530",2011-03-14 13:25:00.000,17404,18
"568013",2011-09-23 11:39:00.000,17480,34
"565929",2011-09-08 10:11:00.000,15488,36
"547991",2011-03-29 09:54:00.000,15589,18
"536784",2010-12-02 15:20:00.000,15061,52
C556735,2011-06-14 12:01:00.000,14527,36
C579753,2011-11-30 14:48:00.000,15484,59
C546867,2011-03-17 15:48:00.000,18218,36
"569576",2011-10-05 10:38:00.000,17739,56
"563727",2011-08-18 17:04:00.000,15797,36
C538105,2010-12-09 15:18:00.000,16781,56
"551878",2011-05-05 08:32:00.000,15129,36
"570101",2011-10-07 12:14:00.000,14560,59
"537658",2010-12-07 16:43:00.000,18102,60
"562940",2011-08-11 08:38:00.000,15498,53
"561004",2011-07-22 14:47:00.000,15189,52
"539293",2010-12-16 16:42:00.000,18223,33
"547201",2011-03-21 13:35:00.000,13113,34
"558749",2011-07-03 10:28:00.000,16326,35
"556965",2011-06-16 09:49:00.000,15129,60
"579109",2011-11-28 11:45:00.000,16705,60
C570835,2011-10-12 13:46:00.000,12457,34
C558521,2011-06-30 10:31:00.000,13113,36
"575371",2011-11-09 15:11:00.000,14132,55
"549628",2011-04-11 11:43:00.000,13798,59
"569006",2011-09-29 18:30:00.000,16268,60
"575750",2011-11-11 10:29:00.000,12600,18
"543484",2011-02-09 10:11:00.000,12721,34
"581585",2011-12-09 12:31:00.000,15804,9
"572672",2011-10-25 13:15:00.000,13340,35
"576784",2011-11-16 13:40:00.000,16204,18
"566006",2011-09-08 12:01:00.000,13018,53
"580292",2011-12-02 13:37:00.000,15856,52
"580321",2011-12-02 15:41:00.000,15078,54
"540682",2011-01-10 16:29:00.000,16112,56
"578299",2011-11-23 14:53:00.000,16660,55
"573485",2011-10-31 11:37:00.000,15752,33
"556809",2011-06-14 16:48:00.000,17179,35
"556053",2011-06-08 13:15:00.000,15400,52
"577438",2011-11-20 11:09:00.000,18118,56
"571064",2011-10-13 14:48:00.000,17181,33
"566622",2011-09-14 09:27:00.000,13860,33
"577770",2011-11-21 15:33:00.000,13282,9
"563437",2011-08-16 12:52:00.000,14232,60
"537626",2010-12-07 14:57:00.000,12347,33
"562922",2011-08-10 14:26:00.000,12594,35
"573341",2011-10-30 11:55:00.000,16949,33
C562139,2011-08-03 10:10:00.000,12921,9
"575607",2011-11-10 12:37:00.000,14096,54
"570425",2011-10-10 13:54:00.000,15128,56
"537866",2010-12-08 16:45:00.000,17655,33
"550308",2011-04-17 10:57:00.000,17029,52
"567426",2011-09-20 11:33:00.000,13767,36
"556432",2011-06-10 13:59:00.000,16184,59
"538313",2010-12-10 13:50:00.000,15514,52
"566307",2011-09-12 09:37:00.000,14307,54
"543183",2011-02-04 11:13:00.000,14560,18
"536570",2010-12-01 15:35:00.000,14496,56
"551259",2011-04-27 12:04:00.000,17949,55
"546633",2011-03-15 12:06:00.000,16168,35
"580894",2011-12-06 12:41:00.000,13408,59
"580028",2011-12-01 12:11:00.000,13890,53
"575686",2011-11-10 15:59:00.000,17716,52
"563427",2011-08-16 11:40:00.000,16470,52
C557413,2011-06-20 11:39:00.000,14701,56
"540979",2011-01-12 15:06:00.000,15727,34
"541108",2011-01-13 15:01:00.000,13199,34
"540985",2011-01-12 15:48:00.000,17389,9
"579399",2011-11-29 12:09:00.000,13137,34
"576809",2011-11-16 14:20:00.000,14851,53
"577235",2011-11-18 12:09:00.000,14367,18
"547949",2011-03-28 15:10:00.000,14021,59
"555626",2011-06-06 11:55:00.000,16103,18
"569722",2011-10-06 09:31:00.000,12431,34
"569889",2011-10-06 15:32:00.000,17930,55
"572869",2011-10-26 13:21:00.000,12798,60
C580912,2011-12-06 13:37:00.000,12989,60
C569119,2011-09-30 12:57:00.000,14194,34
"544930",2011-02-24 18:26:00.000,17472,33
C579438,2011-11-29 13:26:00.000,14235,54
"564715",2011-08-28 11:01:00.000,14472,33
"577172",2011-11-18 10:56:00.000,17760,59
C572027,2011-10-20 11:44:00.000,15754,59
"547273",2011-03-22 11:05:00.000,14530,34
"571477",2011-10-17 14:54:00.000,12794,52
"575147",2011-11-08 15:45:00.000,17937,34
"578694",2011-11-25 09:40:00.000,13199,52
"541277",2011-01-17 11:46:00.000,12673,35
"570848",2011-10-12 14:42:00.000,15473,52
"570706",2011-10-12 10:04:00.000,14911,54
"577854",2011-11-22 11:14:00.000,16128,52
C557651,2011-06-21 17:20:00.000,17428,18
"562166",2011-08-03 12:10:00.000,13209,18
"545053",2011-02-27 12:41:00.000,17516,9
"581426",2011-12-08 15:31:00.000,17757,9
"572093",2011-10-20 14:51:00.000,15121,35
"547243",2011-03-21 16:59:00.000,17231,53
"543730",2011-02-11 11:57:00.000,16928,59
C546671,2011-03-15 15:42:00.000,15215,18
"580460",2011-12-04 12:29:00.000,12748,18
"578284",2011-11-23 13:56:00.000,14385,34
"570242",2011-10-09 15:40:00.000,16380,9
C560206,2011-07-15 13:56:00.000,17068,52
"557302",2011-06-19 14:15:00.000,13102,59
"545153",2011-02-28 12:57:00.000,16667,33
"565845",2011-09-07 12:21:00.000,14709,54
"572997",2011-10-27 11:24:00.000,17878,59
"581001",2011-12-07 08:07:00.000,12583,59
"578298",2011-11-23 14:52:00.000,12619,36
C542792,2011-02-01 10:49:00.000,14627,9
"580530",2011-12-04 15:38:00.000,14102,55
C569116,2011-09-30 12:52:00.000,13320,54
"559319",2011-07-07 14:11:00.000,18013,36
"557775",2011-06-22 15:06:00.000,16966,56
"575514",2011-11-10 10:40:00.000,12541,34
C562959,2011-08-11 10:21:00.000,17389,54
"565241",2011-09-02 10:06:00.000,17949,33
"547937",2011-03-28 14:27:00.000,15068,36
"570419",2011-10-10 13:33:00.000,15608,52
"568705",2011-09-28 15:31:00.000,14434,56
"545652",2011-03-04 13:27:00.000,16414,18
"570642",2011-10-11 12:41:00.000,15024,33
C569891,2011-10-06 15:46:00.000,13924,52
"538508",2010-12-12 13:32:00.000,15998,33
"571352",2011-10-17 11:49:00.000,18042,34
"581136",2011-12-07 13:16:00.000,18273,59
"542266",2011-01-26 17:37:00.000,16918,55
"569568",2011-10-05 09:57:00.000,12700,34
"568226",2011-09-26 10:39:00.000,16719,9
"563954",2011-08-22 10:59:00.000,16652,60
"538279",2010-12-10 12:48:00.000,14952,52
C555935,2011-06-08 09:14:00.000,12567,36
"581194",2011-12-07 17:17:00.000,15298,34
C542866,2011-02-01 12:14:00.000,15311,36
C576670,2011-11-16 11:55:00.000,16393,18
"563377",2011-08-16 10:44:00.000,15002,36
"574665",2011-11-06 12:09:00.000,16168,59
C577351,2011-11-18 15:37:00.000,17728,60
"554101",2011-05-22 13:29:00.000,13549,60
"548650",2011-04-01 13:22:00.000,14852,18
C562281,2011-08-04 10:36:00.000,12476,55
"554052",2011-05-20 14:58:00.000,18048,59
"569249",2011-10-03 10:15:00.000,14092,59
"547903",2011-03-28 11:59:00.000,15039,54
"546510",2011-03-14 12:17:00.000,16353,33
"581246",2011-12-08 10:59:00.000,15453,33
C548609,2011-04-01 11:22:00.000,15589,60
C563716,2011-08-18 16:14:00.000,15706,55
"545685",2011-03-06 11:55:00.000,14499,53
"546435",2011-03-14 09:37:00.000,15671,59
"549985",2011-04-13 15:58:00.000,15640,59
"558763",2011-07-03 13:08:00.000,12841,18
"563503",2011-08-17 09:05:00.000,16488,34
"559144",2011-07-06 14:17:00.000,12921,36
C546162,2011-03-10 09:53:00.000,17404,56
"571410",2011-10-17 12:32:00.000,17527,55
"578353",2011-11-24 10:07:00.000,14825,35
"577167",2011-11-18 10:41:00.000,16511,59
"565479",2011-09-05 11:19:00.000,13999,53
"569257",2011-10-03 11:24:00.000,18102,56
C565001,2011-08-31 16:23:00.000,17675,36
C563219,2011-08-14 14:17:00.000,17644,9
"559401",2011-07-08 10:49:00.000,15039,34
"553781",2011-05-19 10:54:00.000,16008,9
C540244,2011-01-05 15:40:00.000,17213,55
"545518",2011-03-03 12:24:00.000,18218,33
"554513",2011-05-24 15:56:00.000,14057,55
"569575",2011-10-05 10:37:00.000,16106,60
"561605",2011-07-28 12:09:00.000,13925,55
"564169",2011-08-23 13:55:00.000,14646,55
"563951",2011-08-22 10:42:00.000,16839,33
"573871",2011-11-01 12:34:00.000,14426,56
C547230,2011-03-21 16:06:00.000,18189,59
"541490",2011-01-18 13:40:00.000,13984,34
"556467",2011-06-12 11:17:00.000,13232,34
"563832",2011-08-19 12:33:00.000,16419,56
"569103",2011-09-30 12:30:00.000,16133,36
"556921",2011-06-15 13:50:00.000,16038,33
"580141",2011-12-02 09:22:00.000,14895,52
"537771",2010-12-08 12:29:00.000,15498,33
"552970",2011-05-12 13:41:00.000,17388,59
"541664",2011-01-20 12:23:00.000,17862,59
"556937",2011-06-15 16:05:00.000,17716,60
"569917",2011-10-06 17:02:00.000,17453,33
"562543",2011-08-05 15:45:00.000,13552,34
"557767",2011-06-22 14:24:00.000,13089,34
"563739",2011-08-18 20:05:00.000,17750,59
"578249",2011-11-23 12:42:00.000,16660,36
"578995",2011-11-27 15:59:00.000,15861,59
"566735",2011-09-14 14:19:00.000,15707,54
"547667",2011-03-24 13:25:00.000,16700,9
"538068",2010-12-09 14:05:00.000,17978,9
"571106",2011-10-13 16:14:00.000,14976,54
"559369",2011-07-08 10:00:00.000,14388,56
"561094",2011-07-25 10:04:00.000,12474,35
"538839",2010-12-14 13:10:00.000,14606,35
"558556",2011-06-30 13:14:00.000,17954,18
C551865,2011-05-04 16:23:00.000,17644,54
"550362",2011-04-18 11:13:00.000,13113,55
C555342,2011-06-02 11:42:00.000,17578,36
"557261",2011-06-19 10:53:00.000,13005,18
"580660",2011-12-05 13:49:00.000,16592,59
"576202",2011-11-14 12:22:00.000,13767,54
"571665",2011-10-18 12:59:00.000,12540,55
"554277",2011-05-23 13:20:00.000,12901,33
"567937",2011-09-22 18:10:00.000,14147,60
"537196",2010-12-05 13:55:00.000,15426,60
"574336",2011-11-04 09:52:00.000,12397,35
"579259",2011-11-29 08:40:00.000,12451,59
"569532",2011-10-04 15:19:00.000,13552,34
"572964",2011-10-27 10:41:00.000,12630,52
"544565",2011-02-21 12:53:00.000,18055,54
"565588",2011-09-05 13:50:00.000,16918,9
"575090",2011-11-08 14:04:00.000,17515,18
C564949,2011-08-31 13:31:00.000,17706,18
C537824,2010-12-08 14:27:00.000,12870,36
"537879",2010-12-09 08:34:00.000,14243,18
"566618",2011-09-14 09:13:00.000,17640,35
"579280",2011-11-29 10:33:00.000,13928,60
"572521",2011-10-24 15:19:00.000,15844,55
"564076",2011-08-22 15:27:00.000,14045,18
"557116",2011-06-16 16:57:00.000,15219,54
C579945,2011-12-01 10:41:00.000,15993,55
"575911",2011-11-11 16:13:00.000,17314,55
"550801",2011-04-20 15:04:00.000,17402,60
C537373,2010-12-06 12:55:00.000,14487,53
C550809,2011-04-20 15:58:00.000,14189,53
"555203",2011-06-01 12:13:00.000,17191,60
"555703",2011-06-06 15:06:00.000,15379,35
"549298",2011-04-08 08:20:00.000,13015,52
"557027",2011-06-16 13:24:00.000,12816,9
C554266,2011-05-23 12:48:00.000,12474,59
"567489",2011-09-20 14:08:00.000,18135,53
