"invoice_product_id","quantity","stockcode","invoiceno"
223,12,"21533","536390"
224,96,"21080","536390"
225,96,"21094","536390"
226,48,"21086","536390"
227,144,"21786","536390"
228,40,"22654","536390"
229,24,"21485","536390"
230,12,"22244","536527"
231,24,"84029G","536390"
232,24,"84030E","536390"
233,48,"22174","536390"
234,96,"22969","536390"
235,100,"85099B","536390"
236,-12,"22556",C536391
237,-24,"21984",C536391
238,-24,"21983",C536391
239,-24,"21980",C536391
240,-12,"21484",C536391
241,-12,"22557",C536391
242,-24,"22553",C536391
243,6,"22150","536392"
244,4,"22619","536392"
245,12,"21891","536392"
246,12,"21889","536392"
247,1,"22827","536392"
248,12,"22127","536392"
249,12,"22128","536392"
250,4,"22502","536392"
251,16,"84879","536392"
252,24,"22338","536392"
253,8,"22180","536393"
254,24,"21506","536394"
255,96,"22633","536394"
256,96,"22866","536394"
257,96,"22865","536394"
258,96,"22632","536394"
259,12,"21485","536394"
260,12,"22349","536394"
261,48,"22558","536394"
262,12,"85152","536394"
263,32,"85123A","536394"
264,20,"22652","536394"
265,8,"22188","536395"
266,32,"84879","536395"
267,24,"21977","536395"
268,24,"84991","536395"
269,24,"21212","536395"
270,8,"21484","536395"
271,8,"21314","536395"
272,4,"22730","536395"
273,8,"22727","536395"
274,8,"22729","536395"
275,8,"22726","536395"
276,8,"22114","536395"
277,48,"22867","536395"
278,48,"22866","536395"
279,6,"85123A","536396"
280,6,"71053","536396"
281,8,"84406B","536396"
282,6,"15056BL","536396"
283,6,"20679","536396"
284,6,"37370","536396"
285,6,"21871","536396"
286,6,"21071","536396"
287,6,"21068","536396"
288,2,"82483","536396"
289,4,"82486","536396"
290,6,"82482","536396"
291,12,"82494L","536396"
292,6,"84029G","536396"
293,6,"84029E","536396"
294,2,"22752","536396"
295,2,"22803","536396"
296,6,"21730","536396"
297,12,"35004B","536397"
298,48,"35004C","536397"
299,24,"21980","536398"
300,4,"22468","536398"
301,8,"22637","536398"
302,6,"22752","536398"
303,2,"48185","536398"
304,12,"22632","536398"
305,12,"22866","536398"
306,12,"22865","536398"
307,12,"21232","536398"
308,12,"22064","536398"
309,6,"22449","536398"
310,4,"22114","536398"
311,8,"22835","536398"
312,9,"22112","536398"
313,4,"21479","536398"
314,9,"22111","536398"
315,6,"22632","536399"
316,6,"22633","536399"
317,12,"22969","536400"
318,1,"22110","536401"
319,1,"22098","536401"
320,2,"22100","536401"
321,1,"22766","536401"
322,1,"22451","536401"
323,1,"22549","536401"
324,1,"84744","536401"
325,2,"85049E","536401"
326,1,"21328","536401"
327,4,"22961","536401"
328,1,"17091A","536401"
329,1,"22473","536401"
330,2,"84509A","536401"
331,2,"84510A","536401"
332,2,"22767","536401"
333,1,"22768","536401"
334,1,"21463","536401"
335,1,"21464","536401"
336,3,"20820","536401"
337,1,"85150","536401"
338,1,"22117","536401"
339,2,"21169","536401"
340,1,"48129","536401"
341,1,"82580","536401"
342,1,"82578","536401"
343,2,"82581","536401"
344,4,"22413","536401"
345,2,"21907","536401"
346,1,"22441","536401"
347,1,"21122","536401"
348,1,"22851","536401"
349,3,"84991","536401"
350,1,"22810","536401"
351,1,"22809","536401"
352,2,"22435","536401"
353,3,"20966","536401"
354,1,"20963","536401"
355,1,"20961","536401"
356,2,"22068","536401"
357,2,"21743","536401"
358,2,"21744","536401"
359,1,"84709B","536401"
360,1,"21592","536401"
361,2,"21587","536401"
362,9,"20992","536401"
363,1,"22662","536401"
364,4,"85123A","536401"
365,3,"22804","536401"
366,1,"82483","536401"
367,1,"20749","536401"
368,1,"20725","536401"
369,2,"22382","536401"
370,1,"20726","536401"
371,1,"22384","536401"
372,5,"22467","536401"
373,3,"84625C","536401"
374,3,"84625A","536401"
375,3,"22174","536551"
376,9,"21108","536401"
377,1,"22848","536401"
378,4,"21033","536401"
379,1,"47570B","536401"
380,1,"84030E","536401"
381,2,"22428","536401"
382,2,"22502","536401"
383,40,"22086","536402"
384,40,"22910","536402"
385,36,"22837","536402"
386,96,"22867","536403"
387,24,"22297","536404"
388,12,"22771","536404"
389,12,"22772","536404"
390,12,"22773","536404"
391,12,"22805","536404"
392,12,"22469","536404"
393,36,"22197","536404"
394,12,"21125","536404"
395,12,"21126","536404"
396,12,"85049C","536404"
397,12,"85049D","536404"
398,12,"85049E","536404"
399,12,"85049G","536404"
400,12,"21061","536404"
401,12,"21063","536404"
402,12,"21062","536404"
403,12,"84380","536404"
404,12,"84378","536404"
405,12,"22964","536404"
406,24,"21213","536404"
407,24,"22417","536404"
408,24,"21212","536404"
409,24,"84992","536404"
410,24,"21975","536404"
411,10,"22383","536404"
412,10,"20728","536404"
413,10,"20727","536404"
414,24,"22296","536404"
415,128,"20914","536405"
416,8,"85123A","536406"
417,8,"71053","536406"
418,8,"84406B","536406"
419,6,"20679","536406"
420,6,"37370","536406"
421,6,"21871","536406"
422,6,"21071","536406"
423,6,"21068","536406"
424,4,"82483","536406"
425,4,"82486","536406"
426,6,"82482","536406"
427,6,"82494L","536406"
428,6,"84029G","536406"
429,6,"84029E","536406"
430,2,"22752","536406"
431,2,"22803","536406"
432,6,"21730","536406"
433,6,"22632","536407"
434,6,"22633","536407"
435,24,"22537","536408"
436,24,"22533","536408"
437,12,"20982","536408"
438,12,"21832","536408"
439,12,"21915","536408"
440,12,"21914","536408"
441,12,"21544","536408"
442,12,"22813","536408"
443,4,"22114","536408"
444,4,"84029E","536408"
445,4,"21479","536408"
446,6,"22964","536408"
447,12,"84375","536408"
448,24,"22418","536408"
449,12,"22178","536408"
450,24,"21982","536587"
451,12,"84970L","536408"
452,6,"21733","536408"
453,12,"22465","536408"
454,6,"84949","536408"
455,2,"20685","536408"
456,2,"48194","536408"
457,12,"22488","536408"
458,12,"22219","536408"
459,2,"85136C","536540"
460,8,"84879","536408"
461,3,"21754","536408"
462,3,"21755","536408"
463,8,"22766","536408"
464,36,"22610","536408"
465,12,"22716","536408"
466,25,"22706","536408"
467,4,"22371","536408"
468,3,"85014B","536408"
469,3,"85014A","536408"
470,6,"84997B","536408"
471,24,"21212","536408"
472,12,"21210","536408"
473,3,"22914","536408"
474,12,"22553","536408"
475,30,"16237","536408"
476,12,"22714","536408"
477,12,"22812","536408"
478,6,"84347","536408"
479,12,"21587","536408"
480,10,"22736","536408"
481,36,"22492","536408"
482,12,"22620","536408"
483,4,"22619","536408"
484,12,"21705","536408"
485,3,"90199C","536409"
486,1,"21479","536409"
487,1,"22111","536409"
488,1,"22785","536409"
489,1,"22975","536409"
490,1,"22972","536409"
491,1,"22866","536409"
492,1,"22568","536409"
493,1,"85116","536409"
494,1,"22664","536409"
495,1,"21609","536409"
496,1,"21866","536409"
497,1,"20669","536409"
498,1,"90129F","536409"
499,1,"90210B","536409"
500,1,"90199C","536409"
501,1,"21955","536409"
502,1,"72802C","536409"
503,1,"22109","536409"
504,5,"85116","536409"
505,1,"22531","536409"
506,1,"21811","536409"
507,1,"22183","536409"
508,6,"21678","536409"
509,6,"21676","536409"
510,1,"84625A","536409"
511,3,"84625C","536409"
512,2,"21931","536409"
513,12,"85169B","536409"
514,28,"16238","536409"
515,24,"20668","536409"
516,1,"84906","536409"
517,1,"21867","536409"
518,1,"22075","536409"
519,12,"21326","536409"
520,1,"21065","536409"
521,1,"22074","536409"
522,1,"22900","536409"
523,1,"20713","536409"
524,2,"20966","536409"
525,1,"21116","536409"
526,12,"22421","536587"
527,2,"90199C","536409"
528,1,"22633","536409"
529,1,"22198","536409"
530,3,"21824","536409"
531,3,"21823","536409"
532,6,"22153","536409"
533,2,"22197","536409"
534,2,"85099B","536409"
535,1,"85099F","536409"
536,1,"20717","536409"
537,1,"20723","536409"
538,12,"21980","536409"
539,1,"22112","536409"
540,3,"20728","536412"
541,3,"22382","536412"
542,1,"22326","536412"
543,4,"22662","536412"
544,3,"22383","536412"
545,3,"20727","536412"
546,1,"22328","536412"
547,1,"22327","536412"
548,1,"22630","536412"
549,1,"22629","536412"
550,1,"21245","536412"
551,1,"21244","536412"
552,1,"21242","536412"
553,1,"21243","536412"
554,1,"22273","536412"
555,3,"22940","536412"
556,5,"22652","536412"
557,1,"22759","536412"
558,10,"21880","536412"
559,1,"21738","536412"
560,1,"22077","536412"
561,3,"85049E","536412"
562,24,"22961","536412"
563,2,"21448","536412"
564,3,"22837","536412"
565,2,"22749","536412"
566,1,"22940","536412"
567,1,"22749","536412"
568,2,"22077","536412"
569,2,"21738","536412"
570,1,"85049E","536412"
571,6,"22243","536412"
572,1,"22141","536412"
573,2,"22144","536412"
574,3,"22243","536412"
575,7,"22077","536412"
576,1,"21448","536412"
577,5,"22759","536412"
578,5,"22242","536412"
579,12,"85049E","536412"
580,5,"21731","536412"
581,1,"22243","536412"
582,2,"21739","536412"
583,5,"21738","536412"
584,2,"22271","536412"
585,2,"22274","536412"
586,2,"22751","536412"
587,1,"21034","536412"
588,2,"22273","536412"
589,3,"22568","536412"
590,1,"22144","536412"
591,3,"22570","536412"
592,2,"22569","536412"
593,1,"22086","536412"
594,4,"22968","536412"
595,7,"22902","536412"
596,1,"21710","536412"
597,1,"21708","536412"
598,1,"21711","536412"
599,2,"22179","536412"
600,5,"22197","536412"
601,2,"22900","536412"
602,1,"21706","536412"
603,2,"22468","536412"
604,1,"20725","536412"
605,1,"85184C","536412"
606,6,"22988","536412"
607,1,"20750","536412"
608,10,"22952","536415"
609,5,"22910","536415"
610,3,"22739","536415"
611,3,"22738","536415"
612,3,"22736","536415"
613,5,"22909","536415"
614,2,"35591T","536415"
615,5,"22186","536415"
616,3,"22695","536415"
617,1,"22470","536415"
618,1,"22580","536415"
619,5,"22469","536415"
620,4,"22147","536415"
621,6,"22130","536415"
622,3,"21791","536415"
623,5,"22694","536415"
624,3,"21790","536415"
625,4,"22149","536415"
626,3,"22900","536415"
627,3,"22961","536415"
628,12,"22321","536415"
629,5,"22594","536415"
630,4,"22593","536415"
631,6,"22595","536415"
632,12,"21986","536415"
633,2,"22750","536415"
634,12,"22616","536415"
635,1,"22775","536415"
636,2,"22899","536415"
637,3,"22367","536415"
638,3,"22942","536415"
639,3,"22941","536415"
640,6,"22086","536415"
641,2,"22940","536415"
642,2,"21212","536415"
643,2,"21976","536415"
644,2,"22951","536415"
645,3,"21977","536415"
646,3,"22834","536415"
647,3,"22867","536415"
648,3,"22865","536415"
649,3,"22632","536415"
650,2,"21916","536415"
651,4,"22587","536415"
652,3,"22566","536415"
653,3,"22565","536415"
654,2,"22472","536415"
655,3,"22557","536415"
656,3,"22551","536415"
657,3,"22554","536415"
658,3,"22534","536415"
659,3,"22531","536415"
660,3,"22529","536415"
661,3,"22530","536415"
662,3,"84032B","536415"
663,3,"22837","536415"
664,2,"85049H","536415"
665,2,"22749","536415"
666,12,"22807","536415"
667,12,"21494","536416"
668,72,"21915","536416"
669,12,"22938","536416"
670,4,"22768","536416"
671,4,"22767","536416"
672,6,"82494L","536416"
673,12,"21889","536420"
674,12,"21892","536420"
675,12,"21891","536420"
676,6,"21890","536420"
677,12,"21718","536420"
678,8,"21716","536420"
679,8,"21715","536420"
680,4,"22113","536420"
681,3,"22111","536420"
682,6,"22110","536420"
683,6,"22358","536420"
684,4,"22357","536420"
685,6,"22115","536420"
686,12,"22969","536420"
687,4,"22619","536423"
688,6,"21481","536423"
689,12,"22632","536423"
690,8,"22837","536423"
691,8,"21479","536423"
692,8,"21485","536423"
693,8,"84029E","536423"
694,16,"22111","536423"
695,8,"22113","536423"
696,8,"22837","536425"
697,12,"22585","536425"
698,8,"79321","536425"
699,12,"22637","536425"
700,6,"21556","536425"
701,12,"22646","536425"
702,12,"22644","536425"
703,12,"22645","536425"
704,12,"22650","536425"
705,8,"22508","536425"
706,3,"21411","536425"
707,4,"22511","536425"
708,6,"22451","536425"
709,6,"22449","536425"
710,2,"22768","536425"
711,2,"22829","536425"
712,12,"22961","536425"
713,200,"21154","536437"
714,72,"22189","536437"
715,600,"17021","536437"
716,48,"22059","536437"
717,36,"22188","536437"
718,48,"84678","536437"
719,32,"85172","536446"
720,2,"22142","536446"
721,2,"22144","536446"
722,6,"21591","536446"
723,12,"22480","536446"
724,48,"22294","536446"
725,1,"21156","536446"
726,5,"10133","536446"
727,6,"72800E","536446"
728,24,"22294","536446"
729,12,"84836","536446"
730,2,"20774","536446"
731,2,"20773","536446"
732,2,"20777","536446"
733,10,"16016","536446"
734,10,"16014","536446"
735,2,"21890","536446"
736,2,"21891","536446"
737,8,"22619","536446"
738,6,"22620","536446"
739,12,"84347","536446"
740,24,"85169B","536446"
741,3,"21156","536446"
742,6,"21651","536446"
743,10,"84625C","536446"
744,2,"22618","536446"
745,4,"21586","536446"
746,4,"21587","536446"
747,24,"22152","536446"
748,16,"85172","536446"
749,24,"84754","536446"
750,12,"22670","536460"
751,12,"21586","536460"
752,24,"84992","536460"
753,24,"84879","536460"
754,12,"84849B","536460"
755,2,"22927","536460"
756,4,"22926","536460"
757,2,"22925","536460"
758,24,"21977","536460"
759,6,"21485","536460"
760,8,"21484","536460"
761,2,"21259","536460"
762,2,"21257","536460"
763,24,"21121","536460"
764,12,"82552","536463"
765,2,"90200B","536464"
766,2,"90059B","536464"
767,2,"90185C","536464"
768,3,"90059E","536464"
769,1,"90059C","536464"
770,1,"90200C","536464"
771,3,"90200D","536464"
772,1,"90200A","536464"
773,1,"22386","536464"
774,1,"85099B","536464"
775,8,"84879","536464"
776,1,"22086","536464"
777,1,"22737","536464"
778,1,"21260","536464"
779,2,"22744","536464"
780,1,"21985","536464"
781,1,"21980","536464"
782,1,"22988","536464"
783,1,"22297","536464"
784,1,"22294","536464"
785,1,"22295","536464"
786,2,"22813","536464"
787,6,"22812","536464"
788,5,"22197","536464"
789,1,"21977","536464"
790,1,"22619","536464"
791,1,"16258A","536464"
792,1,"21992","536464"
793,1,"22910","536464"
794,1,"21124","536464"
795,2,"22735","536464"
796,2,"22952","536464"
797,6,"22945","536464"
798,2,"21816","536464"
799,4,"21815","536464"
800,2,"21814","536464"
801,2,"10125","536464"
802,1,"22810","536464"
803,1,"22573","536464"
804,1,"22577","536464"
805,2,"22603","536464"
806,1,"22809","536464"
807,1,"20878","536464"
808,1,"20866","536464"
809,1,"85095","536464"
810,1,"22333","536464"
811,1,"22557","536464"
812,1,"21584","536464"
813,1,"22866","536464"
814,2,"22731","536464"
815,3,"22866","536464"
816,2,"22558","536464"
817,1,"22956","536464"
818,1,"22582","536464"
819,1,"21212","536464"
820,2,"21212","536464"
821,3,"22585","536464"
822,1,"21121","536464"
823,1,"21122","536464"
824,1,"22759","536464"
825,1,"21815","536464"
826,3,"85231B","536464"
827,36,"17003","536587"
828,5,"85231G","536464"
829,5,"22082","536464"
830,2,"22500","536464"
831,1,"22742","536464"
832,1,"21329","536464"
833,1,"21328","536464"
834,1,"21327","536464"
835,1,"21738","536464"
836,1,"48173C","536464"
837,1,"85099C","536464"
838,1,"22960","536464"
839,1,"85231G","536464"
840,2,"85231B","536464"
841,1,"72818","536464"
842,8,"21814","536464"
843,1,"22441","536464"
844,1,"22312","536464"
845,6,"22197","536464"
846,1,"22663","536464"
847,6,"22960","536466"
848,12,"22961","536466"
849,48,"21314","536477"
850,24,"84029E","536477"
851,480,"21137","536477"
852,48,"22041","536477"
853,16,"20979","536477"
854,16,"20977","536477"
855,4,"22619","536477"
856,96,"22571","536477"
857,144,"22595","536477"
858,144,"22593","536477"
859,12,"22633","536477"
860,12,"22632","536477"
861,16,"22423","536477"
862,10,"22411","536477"
863,5,"22738","536488"
864,1,"21621","536488"
865,8,"22960","536488"
866,5,"22082","536488"
867,1,"47563A","536488"
868,1,"84558A","536488"
869,1,"21592","536488"
870,2,"20878","536488"
871,1,"84347","536488"
872,1,"21577","536488"
873,1,"22909","536488"
874,1,"22087","536488"
875,2,"22651","536488"
876,12,"22713","536488"
877,1,"22910","536488"
878,2,"21370","536488"
879,1,"21367","536488"
880,1,"22376","536488"
881,1,"22961","536488"
882,1,"21895","536488"
883,1,"22468","536488"
884,1,"21034","536488"
885,1,"22372","536488"
886,1,"22867","536488"
887,1,"22144","536488"
888,1,"21190","536488"
889,3,"21894","536488"
890,3,"70007","536488"
891,1,"22940","536488"
892,1,"70007","536488"
893,3,"84347","536488"
894,1,"22150","536488"
895,2,"22149","536488"
896,2,"22144","536488"
897,10,"21622","536500"
898,10,"46000M","536500"
899,2,"22630","536500"
900,12,"22616","536500"
901,12,"22712","536500"
902,12,"22983","536500"
903,12,"22024","536500"
904,3,"22113","536500"
905,2,"84029E","536500"
906,2,"21488","536500"
907,7,"22900","536500"
908,3,"22895","536500"
909,3,"21035","536500"
910,6,"21755","536500"
911,6,"21754","536500"
912,16,"84879","536502"
913,3,"22784","536502"
914,12,"21441","536502"
915,6,"85123A","536502"
916,2,"22423","536502"
917,72,"84947","536508"
918,144,"21326","536508"
919,-6,"22960",C536506
920,36,"22865","536514"
921,4,"22485","536514"
922,6,"22807","536514"
923,36,"22633","536514"
924,36,"22866","536514"
925,1,"21794","536520"
926,1,"20707","536520"
927,1,"21175","536520"
928,1,"22926","536520"
929,2,"22588","536520"
930,16,"21292","536520"
931,1,"21890","536520"
932,4,"22632","536520"
933,3,"22633","536520"
934,1,"22670","536520"
935,1,"21867","536520"
936,1,"22760","536520"
937,2,"22107","536520"
938,1,"22470","536520"
939,1,"21486","536520"
940,14,"22151","536520"
941,4,"22643","536520"
942,4,"22642","536520"
943,3,"22604","536520"
944,2,"22099","536520"
945,1,"22553","536520"
946,1,"22551","536520"
947,1,"22653","536520"
948,2,"22557","536520"
949,6,"22906","536520"
950,1,"22754","536520"
951,5,"22938","536520"
952,3,"22812","536520"
953,2,"22919","536520"
954,1,"22917","536520"
955,3,"22920","536520"
956,2,"22921","536520"
957,2,"22918","536520"
958,1,"22916","536520"
959,3,"85123A","536520"
960,1,"22575","536520"
961,3,"21804","536520"
962,12,"21584","536520"
963,3,"21588","536520"
964,12,"22152","536520"
965,1,"22441","536520"
966,2,"22955","536520"
967,2,"22956","536520"
968,2,"22582","536520"
969,3,"22583","536520"
970,2,"22241","536520"
971,3,"22904","536520"
972,2,"22905","536520"
973,3,"22197","536520"
974,1,"22092","536520"
975,1,"22469","536520"
976,1,"22100","536520"
977,1,"22096","536520"
978,1,"22583","536520"
979,2,"21358","536520"
980,1,"21123","536520"
981,1,"21124","536520"
982,1,"21122","536520"
983,1,"84378","536520"
984,12,"21985","536520"
985,2,"21427","536520"
986,2,"21034","536520"
987,1,"21930","536520"
988,1,"20772","536520"
989,2,"22469","536520"
990,12,"71406C","536520"
991,1,"84985A","536520"
992,1,"20754","536520"
993,1,"84596E","536520"
994,1,"21111","536520"
995,1,"22501","536520"
996,1,"22854","536521"
997,1,"84997D","536522"
998,1,"47599A","536522"
999,1,"47599B","536522"
1000,1,"22749","536522"
1001,1,"20972","536522"
1002,1,"22569","536522"
1003,1,"21041","536522"
1004,2,"21664","536522"
1005,1,"84969","536522"
1006,1,"22907","536522"
1007,2,"22865","536522"
1008,1,"22866","536522"
1009,2,"22632","536522"
1010,1,"22776","536522"
1011,2,"22338","536522"
1012,2,"21810","536522"
1013,1,"22449","536522"
1014,1,"21197","536522"
1015,1,"85231G","536522"
1016,1,"21121","536522"
1017,2,"22151","536522"
1018,2,"84836","536522"
1019,12,"21326","536522"
1020,1,"85035B","536522"
1021,1,"84968C","536522"
1022,1,"85231B","536522"
1023,5,"22739","536522"
1024,2,"37370","536522"
1025,1,"22941","536522"
1026,2,"21098","536522"
1027,1,"22151","536522"
1028,1,"84836","536522"
1029,1,"20914","536522"
1030,2,"22749","536522"
1031,1,"21190","536522"
1032,1,"84997C","536522"
1033,1,"21810","536522"
1034,3,"21192","536522"
1035,1,"85014A","536522"
1036,2,"21124","536522"
1037,2,"72800B","536522"
1038,1,"84563A","536522"
1039,2,"22107","536522"
1040,1,"47504H","536522"
1041,1,"21122","536522"
1042,1,"21742","536522"
1043,1,"22566","536522"
1044,1,"21664","536522"
1045,1,"22632","536522"
1046,3,"22481","536522"
1047,1,"85099B","536522"
1048,1,"21931","536522"
1049,6,"22943","536523"
1050,2,"22468","536523"
1051,6,"22149","536523"
1052,3,"21485","536523"
1053,2,"21259","536523"
1054,12,"22969","536523"
1055,6,"22699","536523"
1056,12,"22217","536523"
1057,24,"22227","536523"
1058,12,"22219","536523"
1059,3,"22111","536523"
1060,24,"22294","536523"
1061,6,"21111","536524"
1062,6,"21106","536524"
1063,6,"21107","536524"
1064,6,"22697","536524"
1065,2,"21826","536525"
1066,1,"21791","536525"
1067,1,"22548","536525"
1068,1,"22149","536525"
1069,2,"17164B","536525"
1070,2,"22423","536525"
1071,1,"22429","536525"
1072,1,"22428","536525"
1073,3,"20974","536525"
1074,2,"20973","536525"
1075,1,"15044B","536525"
1076,2,"21324","536525"
1077,10,"20750","536525"
1078,16,"21135","536526"
1079,16,"22173","536526"
1080,2,"22626","536526"
1081,6,"22625","536526"
1082,6,"22624","536526"
1083,20,"21929","536526"
1084,10,"85099B","536526"
1085,10,"22411","536526"
1086,8,"22113","536526"
1087,6,"22809","536527"
1088,6,"84347","536527"
1089,12,"84945","536527"
1090,12,"22242","536527"
1091,12,"22243","536527"
1092,24,"47421","536527"
1093,10,"20712","536527"
1094,10,"20713","536527"
1095,4,"22837","536527"
1096,12,"22969","536527"
1097,12,"22973","536527"
1098,12,"84569B","536527"
1099,12,"22549","536527"
1100,12,"22815","536528"
1101,1,"22865","536528"
1102,6,"22585","536528"
1103,1,"21587","536528"
1104,1,"84985A","536528"
1105,1,"85114B","536528"
1106,3,"22813","536528"
1107,6,"22128","536528"
1108,1,"22839","536528"
1109,2,"22584","536528"
1110,12,"22130","536528"
1111,3,"22938","536528"
1112,1,"22411","536528"
1113,2,"21731","536528"
1114,1,"22616","536528"
1115,1,"22454","536528"
1116,1,"21992","536528"
1117,4,"22326","536528"
1118,1,"22082","536528"
1119,1,"85049E","536528"
1120,2,"22077","536528"
1121,1,"85049A","536528"
1122,2,"22865","536528"
1123,3,"22867","536528"
1124,3,"22910","536528"
1125,2,"22963","536528"
1126,1,"22960","536528"
1127,1,"85114C","536528"
1128,2,"22974","536528"
1129,1,"22423","536528"
1130,2,"21452","536528"
1131,1,"22938","536528"
1132,3,"22812","536528"
1133,2,"22744","536528"
1134,1,"22743","536528"
1135,1,"22911","536528"
1136,5,"22585","536528"
1137,1,"22900","536528"
1138,1,"22961","536528"
