"invoiceno","invoicedate","customer_id","employee_id"
"536521",2010-12-01 12:48:00.000,12748,52
"536522",2010-12-01 12:49:00.000,15012,9
"536523",2010-12-01 12:50:00.000,12868,35
"536524",2010-12-01 12:51:00.000,17572,36
"536525",2010-12-01 12:54:00.000,14078,59
"536526",2010-12-01 12:58:00.000,14001,35
"536527",2010-12-01 13:04:00.000,12662,60
"536528",2010-12-01 13:17:00.000,15525,35
"536529",2010-12-01 13:20:00.000,14237,36
"536530",2010-12-01 13:21:00.000,17905,33
"536531",2010-12-01 13:23:00.000,15485,9
"536532",2010-12-01 13:24:00.000,12433,53
"536533",2010-12-01 13:28:00.000,16955,52
"536534",2010-12-01 13:33:00.000,15350,18
"536535",2010-12-01 13:38:00.000,15605,60
"536536",2010-12-01 13:45:00.000,18144,34
"536537",2010-12-01 13:51:00.000,15922,18
"536538",2010-12-01 13:54:00.000,14594,56
"536539",2010-12-01 14:03:00.000,15165,36
"536540",2010-12-01 14:05:00.000,14911,56
"536541",2010-12-01 14:05:00.000,14911,55
"536542",2010-12-01 14:11:00.000,16456,52
C536543,2010-12-01 14:30:00.000,17841,60
C536548,2010-12-01 14:33:00.000,12472,34
"536551",2010-12-01 14:34:00.000,17346,60
"536556",2010-12-01 14:38:00.000,17643,56
"536557",2010-12-01 14:41:00.000,17841,34
"536559",2010-12-01 14:54:00.000,17873,34
"536560",2010-12-01 15:00:00.000,13093,54
"536561",2010-12-01 15:06:00.000,12921,33
"536562",2010-12-01 15:08:00.000,13468,55
"536563",2010-12-01 15:08:00.000,17760,53
"536564",2010-12-01 15:08:00.000,13468,54
"536566",2010-12-01 15:21:00.000,16928,18
"536567",2010-12-01 15:27:00.000,16048,60
"536568",2010-12-01 15:28:00.000,16048,55
"536569",2010-12-01 15:35:00.000,16274,56
"536570",2010-12-01 15:35:00.000,14496,33
"536571",2010-12-01 15:37:00.000,14696,60
"536572",2010-12-01 15:40:00.000,16539,9
"536573",2010-12-01 15:45:00.000,17025,33
"536574",2010-12-01 15:46:00.000,17025,53
"536575",2010-12-01 16:01:00.000,13777,56
"536576",2010-12-01 16:11:00.000,13777,54
"536577",2010-12-01 16:13:00.000,13777,60
"536578",2010-12-01 16:15:00.000,17690,60
"536579",2010-12-01 16:16:00.000,13777,33
"536580",2010-12-01 16:17:00.000,17690,60
"536581",2010-12-01 16:19:00.000,13777,59
"536582",2010-12-01 16:21:00.000,12947,33
"536583",2010-12-01 16:21:00.000,13777,18
"536584",2010-12-01 16:22:00.000,13777,54
"536585",2010-12-01 16:24:00.000,17460,59
"536586",2010-12-01 16:25:00.000,18229,55
"536587",2010-12-01 16:33:00.000,14142,18
"536588",2010-12-01 16:49:00.000,17069,53
"536590",2010-12-01 16:52:00.000,13065,35
"536591",2010-12-01 16:57:00.000,14606,36
"536593",2010-12-01 16:58:00.000,14606,35
"536594",2010-12-01 17:10:00.000,16835,35
"536595",2010-12-01 17:22:00.000,15235,52
"536597",2010-12-01 17:24:00.000,13576,52
"536598",2010-12-01 17:35:00.000,18011,54
"536599",2010-12-02 07:48:00.000,13090,52
"536600",2010-12-02 07:49:00.000,15694,18
"536601",2010-12-02 08:32:00.000,17850,60
"536602",2010-12-02 08:33:00.000,17850,54
"536603",2010-12-02 08:34:00.000,17850,18
"536604",2010-12-02 08:40:00.000,17850,18
"536605",2010-12-02 08:43:00.000,14741,52
C536606,2010-12-02 08:52:00.000,13715,34
"536607",2010-12-02 09:10:00.000,14092,52
"536608",2010-12-02 09:29:00.000,17732,54
"536609",2010-12-02 09:37:00.000,12855,34
"536610",2010-12-02 09:41:00.000,17850,34
"536611",2010-12-02 09:42:00.000,17850,35
"536612",2010-12-02 09:43:00.000,15752,55
"536613",2010-12-02 09:44:00.000,17850,53
"536614",2010-12-02 09:44:00.000,17855,55
"536615",2010-12-02 09:44:00.000,17850,9
"536616",2010-12-02 10:09:00.000,14047,36
"536617",2010-12-02 10:10:00.000,17925,55
"536618",2010-12-02 10:17:00.000,13941,52
"536619",2010-12-02 10:17:00.000,17017,9
"536620",2010-12-02 10:18:00.000,17017,33
"536621",2010-12-02 10:27:00.000,14135,54
C536622,2010-12-02 10:35:00.000,13108,35
"536623",2010-12-02 10:37:00.000,12471,54
"536624",2010-12-02 10:39:00.000,15601,33
"536626",2010-12-02 10:45:00.000,13418,35
C536625,2010-12-02 10:46:00.000,13418,36
"536627",2010-12-02 10:46:00.000,14766,35
"536628",2010-12-02 10:53:00.000,15658,35
"536629",2010-12-02 10:54:00.000,17850,33
"536630",2010-12-02 10:55:00.000,17850,59
"536631",2010-12-02 10:56:00.000,17850,60
"536632",2010-12-02 10:58:00.000,17850,33
"536633",2010-12-02 11:09:00.000,14388,36
"536634",2010-12-02 11:20:00.000,14901,34
"536635",2010-12-02 11:21:00.000,18041,33
"536636",2010-12-02 11:22:00.000,15955,9
"536637",2010-12-02 11:23:00.000,15070,33
"536638",2010-12-02 11:35:00.000,18041,35
"536639",2010-12-02 11:41:00.000,16244,36
"536641",2010-12-02 11:45:00.000,15111,33
C536642,2010-12-02 11:46:00.000,12748,60
"536643",2010-12-02 11:56:00.000,14390,35
"536663",2010-12-02 11:57:00.000,14390,52
"536667",2010-12-02 12:03:00.000,16546,33
"536670",2010-12-02 12:09:00.000,15260,60
"536671",2010-12-02 12:09:00.000,15260,34
"536672",2010-12-02 12:10:00.000,13305,36
"536673",2010-12-02 12:10:00.000,14491,9
"536674",2010-12-02 12:11:00.000,14060,35
"536676",2010-12-02 12:16:00.000,15923,33
"536681",2010-12-02 12:18:00.000,16752,52
"536685",2010-12-02 12:22:00.000,17287,35
"536688",2010-12-02 12:23:00.000,17850,36
"536690",2010-12-02 12:24:00.000,17850,18
"536693",2010-12-02 12:25:00.000,17850,34
"536698",2010-12-02 12:26:00.000,17850,33
"536707",2010-12-02 12:28:00.000,15363,54
"536732",2010-12-02 12:33:00.000,12915,59
"536733",2010-12-02 12:47:00.000,15544,56
C536734,2010-12-02 12:50:00.000,15738,53
"536735",2010-12-02 12:50:00.000,16042,36
"536736",2010-12-02 12:58:00.000,17381,52
C536737,2010-12-02 12:59:00.000,17381,60
"536738",2010-12-02 13:05:00.000,15922,54
"536739",2010-12-02 13:06:00.000,15827,35
"536740",2010-12-02 13:08:00.000,14180,18
"536741",2010-12-02 13:08:00.000,15827,33
"536742",2010-12-02 13:11:00.000,13117,55
"536743",2010-12-02 13:14:00.000,16916,54
"536744",2010-12-02 13:32:00.000,17964,55
"536745",2010-12-02 13:36:00.000,14466,56
"536746",2010-12-02 13:38:00.000,17235,9
"536747",2010-12-02 13:39:00.000,16510,35
"536748",2010-12-02 13:44:00.000,17802,52
"536749",2010-12-02 13:45:00.000,15107,53
"536750",2010-12-02 13:49:00.000,17976,52
"536751",2010-12-02 14:04:00.000,17850,18
"536752",2010-12-02 14:05:00.000,17850,53
"536753",2010-12-02 14:06:00.000,17850,59
"536754",2010-12-02 14:07:00.000,17850,35
C536757,2010-12-02 14:09:00.000,14449,52
C536758,2010-12-02 14:23:00.000,15838,54
"536759",2010-12-02 14:25:00.000,13767,9
C536760,2010-12-02 14:26:00.000,16781,34
"536761",2010-12-02 14:29:00.000,17547,52
"536762",2010-12-02 14:30:00.000,13491,9
"536763",2010-12-02 14:40:00.000,16186,35
"536769",2010-12-02 14:42:00.000,17685,52
"536771",2010-12-02 14:47:00.000,17581,55
"536777",2010-12-02 14:49:00.000,17581,52
"536778",2010-12-02 15:00:00.000,15732,34
"536779",2010-12-02 15:03:00.000,13138,60
"536781",2010-12-02 15:08:00.000,15823,33
"536782",2010-12-02 15:14:00.000,17460,18
"536783",2010-12-02 15:18:00.000,17567,54
"536784",2010-12-02 15:19:00.000,15061,33
"536785",2010-12-02 15:20:00.000,15061,59
"536786",2010-12-02 15:22:00.000,15061,33
"536787",2010-12-02 15:23:00.000,15061,9
"536788",2010-12-02 15:24:00.000,17850,53
"536789",2010-12-02 15:25:00.000,15061,36
"536790",2010-12-02 15:25:00.000,17850,34
"536791",2010-12-02 15:26:00.000,17850,59
"536792",2010-12-02 15:27:00.000,17850,54
"536793",2010-12-02 15:28:00.000,15061,54
"536794",2010-12-02 15:39:00.000,16203,55
"536795",2010-12-02 15:40:00.000,13767,55
"536796",2010-12-02 15:40:00.000,15640,60
"536797",2010-12-02 15:46:00.000,15574,52
"536798",2010-12-02 15:49:00.000,16770,52
"536799",2010-12-02 15:55:00.000,17838,9
"536800",2010-12-02 16:00:00.000,17228,18
"536802",2010-12-02 16:12:00.000,14829,53
"536803",2010-12-02 16:29:00.000,17412,59
"536804",2010-12-02 16:33:00.000,14911,54
"536805",2010-12-02 16:34:00.000,14031,33
"536806",2010-12-02 16:38:00.000,14775,52
C536807,2010-12-02 16:42:00.000,12971,59
"536808",2010-12-02 16:45:00.000,15834,9
"536809",2010-12-02 16:46:00.000,17659,36
"536810",2010-12-02 16:48:00.000,15299,60
"536811",2010-12-02 16:50:00.000,15299,56
C536812,2010-12-02 16:51:00.000,15299,36
"536813",2010-12-02 16:58:00.000,16546,52
C536814,2010-12-02 16:59:00.000,15646,33
C536815,2010-12-02 17:03:00.000,13958,54
C536816,2010-12-02 17:05:00.000,14443,60
C536817,2010-12-02 17:06:00.000,14443,52
C536818,2010-12-02 17:08:00.000,14156,56
"536819",2010-12-02 17:09:00.000,16995,54
C536820,2010-12-02 17:12:00.000,13402,53
"536821",2010-12-02 17:14:00.000,18168,59
C536822,2010-12-02 17:17:00.000,17757,56
"536823",2010-12-02 17:19:00.000,14625,9
"536824",2010-12-02 17:22:00.000,13011,34
C536825,2010-12-02 17:24:00.000,13798,55
C536826,2010-12-02 17:27:00.000,15384,36
C536827,2010-12-02 17:30:00.000,17924,53
C536828,2010-12-02 17:31:00.000,13408,56
C536829,2010-12-02 17:33:00.000,14264,9
"536830",2010-12-02 17:36:00.000,13295,9
"536831",2010-12-02 17:38:00.000,16754,54
"536832",2010-12-02 17:40:00.000,16029,36
"536833",2010-12-02 17:41:00.000,16634,34
"536834",2010-12-02 17:48:00.000,18239,18
"536835",2010-12-02 17:51:00.000,14576,9
"536836",2010-12-02 18:06:00.000,13145,60
"536837",2010-12-02 18:08:00.000,18168,59
"536838",2010-12-02 18:15:00.000,14395,53
"536839",2010-12-02 18:23:00.000,14865,60
"536840",2010-12-02 18:25:00.000,15093,60
"536841",2010-12-02 18:27:00.000,12738,18
"536842",2010-12-02 18:27:00.000,16150,18
"536843",2010-12-02 18:45:00.000,17552,53
"536844",2010-12-02 18:46:00.000,17552,55
"536845",2010-12-02 18:49:00.000,14236,52
"536846",2010-12-02 19:18:00.000,17961,53
"536847",2010-12-02 19:59:00.000,14573,34
"536848",2010-12-03 09:31:00.000,17135,60
"536849",2010-12-03 09:39:00.000,13408,36
C536850,2010-12-03 09:45:00.000,17396,18
"536851",2010-12-03 09:47:00.000,14213,9
"536852",2010-12-03 09:49:00.000,12967,55
C536853,2010-12-03 09:51:00.000,12686,36
C536854,2010-12-03 10:07:00.000,14679,36
C536855,2010-12-03 10:09:00.000,15240,35
"536856",2010-12-03 10:11:00.000,18225,33
"536857",2010-12-03 10:26:00.000,13370,36
"536858",2010-12-03 10:33:00.000,16883,18
"536859",2010-12-03 10:36:00.000,13520,9
"536860",2010-12-03 10:43:00.000,12841,56
"536861",2010-12-03 10:43:00.000,16905,60
"536863",2010-12-03 10:44:00.000,12427,36
"536874",2010-12-03 11:19:00.000,17967,33
"536884",2010-12-03 11:35:00.000,16891,52
"536890",2010-12-03 11:42:00.000,14589,55
"536938",2010-12-03 11:48:00.000,14156,55
"536943",2010-12-03 12:05:00.000,14680,9
"536944",2010-12-03 12:11:00.000,17884,59
"536945",2010-12-03 12:20:00.000,12557,9
"536946",2010-12-03 12:24:00.000,14083,54
"536947",2010-12-03 12:28:00.000,13013,59
"536954",2010-12-03 12:29:00.000,13013,60
"536956",2010-12-03 12:41:00.000,17809,59
"536957",2010-12-03 12:43:00.000,14210,18
"536960",2010-12-03 12:43:00.000,17809,55
"536967",2010-12-03 12:48:00.000,16477,56
"536968",2010-12-03 12:57:00.000,12600,52
"536969",2010-12-03 13:09:00.000,16013,33
"536970",2010-12-03 13:10:00.000,16013,9
"536971",2010-12-03 13:12:00.000,17949,35
"536972",2010-12-03 13:40:00.000,12779,18
"536973",2010-12-03 13:42:00.000,16926,59
"536974",2010-12-03 13:43:00.000,17787,54
"536975",2010-12-03 13:59:00.000,12682,18
"536976",2010-12-03 14:04:00.000,14911,33
"536977",2010-12-03 14:18:00.000,14723,9
C536978,2010-12-03 14:18:00.000,17954,52
C536979,2010-12-03 14:19:00.000,17954,35
"536980",2010-12-03 14:23:00.000,17841,52
"536981",2010-12-03 14:26:00.000,17819,59
"536983",2010-12-03 14:26:00.000,14723,55
"536984",2010-12-03 14:30:00.000,12712,54
"536985",2010-12-03 14:35:00.000,17841,53
"536986",2010-12-03 14:40:00.000,15373,36
"536987",2010-12-03 14:40:00.000,16140,35
"536988",2010-12-03 14:54:00.000,17198,59
"536989",2010-12-03 15:05:00.000,17238,52
"536990",2010-12-03 15:10:00.000,17238,34
"536992",2010-12-03 15:14:00.000,12793,36
"536993",2010-12-03 15:16:00.000,15769,9
"536994",2010-12-03 15:19:00.000,14396,59
"537022",2010-12-03 15:25:00.000,14898,33
"537023",2010-12-03 15:45:00.000,12725,53
C537024,2010-12-03 16:02:00.000,16725,18
"537026",2010-12-03 16:21:00.000,13941,59
"537030",2010-12-03 16:35:00.000,12395,33
"537031",2010-12-03 16:44:00.000,16455,55
"537034",2010-12-03 16:45:00.000,16455,33
"537035",2010-12-03 17:20:00.000,13081,52
"537036",2010-12-03 17:21:00.000,13081,60
"537037",2010-12-03 17:28:00.000,15545,54
"537038",2010-12-05 10:03:00.000,17243,60
C537039,2010-12-05 10:12:00.000,15465,36
"537040",2010-12-05 10:25:00.000,15708,52
"537041",2010-12-05 10:27:00.000,13089,56
"537042",2010-12-05 10:36:00.000,16033,59
C537043,2010-12-05 10:45:00.000,13838,34
"537044",2010-12-05 10:48:00.000,15351,54
"537045",2010-12-05 10:52:00.000,18055,54
"537046",2010-12-05 10:54:00.000,15038,59
"537047",2010-12-05 10:58:00.000,18109,34
"537048",2010-12-05 11:02:00.000,13069,35
"537049",2010-12-05 11:03:00.000,13069,59
"537050",2010-12-05 11:04:00.000,16241,60
"537051",2010-12-05 11:10:00.000,14800,18
"537052",2010-12-05 11:12:00.000,15708,53
"537053",2010-12-05 11:15:00.000,16839,35
"537054",2010-12-05 11:38:00.000,16168,59
"537055",2010-12-05 11:40:00.000,16931,53
"537057",2010-12-05 11:45:00.000,16814,35
"537058",2010-12-05 11:49:00.000,15351,33
"537059",2010-12-05 11:51:00.000,13269,59
"537065",2010-12-05 11:54:00.000,14813,33
"537067",2010-12-05 11:57:00.000,12567,59
"537077",2010-12-05 11:57:00.000,14813,33
"537081",2010-12-05 11:59:00.000,17062,18
"537086",2010-12-05 12:00:00.000,15332,54
"537090",2010-12-05 12:01:00.000,15332,18
"537111",2010-12-05 12:02:00.000,15332,36
"537117",2010-12-05 12:08:00.000,14810,60
"537126",2010-12-05 12:09:00.000,16353,52
"537127",2010-12-05 12:13:00.000,18118,36
"537128",2010-12-05 12:13:00.000,13831,60
"537129",2010-12-05 12:15:00.000,12841,36
"537130",2010-12-05 12:15:00.000,13506,52
"537131",2010-12-05 12:23:00.000,17796,53
"537133",2010-12-05 12:26:00.000,15716,60
C537132,2010-12-05 12:29:00.000,18156,35
"537134",2010-12-05 12:29:00.000,15221,9
"537135",2010-12-05 12:34:00.000,16983,60
"537136",2010-12-05 12:35:00.000,17059,35
"537137",2010-12-05 12:42:00.000,12748,54
"537138",2010-12-05 12:43:00.000,16327,33
"537139",2010-12-05 12:44:00.000,17211,52
"537140",2010-12-05 12:47:00.000,17026,54
"537141",2010-12-05 12:53:00.000,12748,59
"537142",2010-12-05 12:57:00.000,15570,53
C537143,2010-12-05 12:57:00.000,12748,34
"537144",2010-12-05 12:58:00.000,12748,56
"537153",2010-12-05 13:00:00.000,15880,60
"537154",2010-12-05 13:03:00.000,16718,9
"537155",2010-12-05 13:05:00.000,15808,56
"537156",2010-12-05 13:05:00.000,12748,54
C537157,2010-12-05 13:08:00.000,17858,18
"537158",2010-12-05 13:09:00.000,15880,55
"537159",2010-12-05 13:10:00.000,16393,56
"537160",2010-12-05 13:17:00.000,14527,35
"537163",2010-12-05 13:18:00.000,14161,60
C537164,2010-12-05 13:21:00.000,17863,54
"537176",2010-12-05 13:21:00.000,14527,9
"537179",2010-12-05 13:26:00.000,16411,54
"537192",2010-12-05 13:29:00.000,13767,35
"537193",2010-12-05 13:42:00.000,16402,33
"537194",2010-12-05 13:49:00.000,15023,18
"537195",2010-12-05 13:53:00.000,17402,52
"537196",2010-12-05 13:55:00.000,15311,33
"537197",2010-12-05 13:55:00.000,15426,60
"537198",2010-12-05 14:02:00.000,12647,9
"537199",2010-12-05 14:03:00.000,12647,52
"537200",2010-12-05 14:06:00.000,15894,60
"537201",2010-12-05 14:17:00.000,15867,9
"537202",2010-12-05 14:19:00.000,12472,55
C537203,2010-12-05 14:25:00.000,14506,33
"537204",2010-12-05 14:44:00.000,14606,34
"537205",2010-12-05 14:45:00.000,15555,52
"537206",2010-12-05 14:52:00.000,13034,55
"537207",2010-12-05 15:02:00.000,15235,56
"537208",2010-12-05 15:06:00.000,17402,60
"537209",2010-12-05 15:12:00.000,15889,9
"537210",2010-12-05 15:12:00.000,14606,59
"537211",2010-12-05 15:15:00.000,15953,60
"537212",2010-12-05 15:18:00.000,16143,55
"537213",2010-12-05 15:21:00.000,12720,54
"537214",2010-12-05 15:26:00.000,12748,34
"537215",2010-12-05 15:35:00.000,16422,36
"537216",2010-12-05 15:38:00.000,12747,59
"537217",2010-12-05 15:40:00.000,15502,9
"537218",2010-12-05 15:40:00.000,15502,55
"537219",2010-12-05 15:46:00.000,12763,18
"537221",2010-12-05 15:47:00.000,14081,55
"537222",2010-12-05 15:54:00.000,17965,9
"537223",2010-12-05 16:00:00.000,14404,60
"537224",2010-12-05 16:10:00.000,13579,55
"537225",2010-12-05 16:24:00.000,13174,54
"537226",2010-12-05 16:41:00.000,12748,53
"537227",2010-12-06 08:34:00.000,15987,55
"537228",2010-12-06 08:42:00.000,17677,54
"537229",2010-12-06 08:43:00.000,17677,35
"537231",2010-12-06 08:44:00.000,17677,54
C537232,2010-12-06 09:21:00.000,13652,9
"537233",2010-12-06 09:31:00.000,12586,54
C537234,2010-12-06 09:37:00.000,17428,35
"537235",2010-12-06 09:40:00.000,16161,60
"537236",2010-12-06 09:45:00.000,17381,55
"537238",2010-12-06 09:52:00.000,16858,55
"537239",2010-12-06 10:03:00.000,16161,9
"537241",2010-12-06 10:05:00.000,18219,9
"537242",2010-12-06 10:18:00.000,14293,34
"537243",2010-12-06 10:19:00.000,14748,60
"537244",2010-12-06 10:19:00.000,16638,9
"537245",2010-12-06 10:20:00.000,17674,36
"537246",2010-12-06 10:24:00.000,14748,55
"537247",2010-12-06 10:27:00.000,12808,54
"537248",2010-12-06 10:34:00.000,13094,60
"537249",2010-12-06 10:36:00.000,15899,59
"537250",2010-12-06 10:38:00.000,16955,36
"537254",2010-12-06 10:43:00.000,12708,54
"537255",2010-12-06 11:01:00.000,15898,33
"537256",2010-12-06 11:03:00.000,14443,9
"537257",2010-12-06 11:06:00.000,16210,59
"537258",2010-12-06 11:10:00.000,17691,36
"537262",2010-12-06 11:16:00.000,17227,34
"537265",2010-12-06 11:26:00.000,15039,60
"537298",2010-12-06 11:26:00.000,15919,36
"537301",2010-12-06 11:37:00.000,13497,33
"537312",2010-12-06 11:38:00.000,15860,52
"537313",2010-12-06 11:42:00.000,14189,54
C537314,2010-12-06 11:42:00.000,15304,35
C537320,2010-12-06 11:42:00.000,13497,33
"537332",2010-12-06 11:47:00.000,14867,9
C537333,2010-12-06 11:58:00.000,14344,33
"537334",2010-12-06 12:00:00.000,12474,56
"537335",2010-12-06 12:06:00.000,16719,18
"537346",2010-12-06 12:15:00.000,15048,35
"537350",2010-12-06 12:21:00.000,15301,36
"537351",2010-12-06 12:23:00.000,14708,34
"537354",2010-12-06 12:23:00.000,16898,35
"537359",2010-12-06 12:23:00.000,12748,53
"537360",2010-12-06 12:30:00.000,14825,54
"537362",2010-12-06 12:31:00.000,18113,18
"537365",2010-12-06 12:34:00.000,17596,60
"537366",2010-12-06 12:38:00.000,15078,34
"537367",2010-12-06 12:39:00.000,14085,55
"537368",2010-12-06 12:39:00.000,15078,56
"537369",2010-12-06 12:40:00.000,14911,34
"537370",2010-12-06 12:41:00.000,17860,52
"537371",2010-12-06 12:44:00.000,13155,56
"537372",2010-12-06 12:47:00.000,15028,60
"537374",2010-12-06 12:52:00.000,16919,59
"537375",2010-12-06 12:55:00.000,17259,59
C537373,2010-12-06 12:55:00.000,17019,9
"537376",2010-12-06 12:55:00.000,14487,59
"537377",2010-12-06 12:59:00.000,16722,55
"537378",2010-12-06 13:01:00.000,15882,35
"537380",2010-12-06 13:06:00.000,14911,34
C537379,2010-12-06 13:12:00.000,15882,60
"537381",2010-12-06 13:12:00.000,15882,53
"537382",2010-12-06 13:13:00.000,14667,54
C537383,2010-12-06 13:13:00.000,16710,36
"537384",2010-12-06 13:17:00.000,16550,53
"537385",2010-12-06 13:21:00.000,15984,54
"537386",2010-12-06 13:22:00.000,14487,52
"537387",2010-12-06 13:32:00.000,14911,35
"537388",2010-12-06 13:34:00.000,13468,36
"537389",2010-12-06 13:35:00.000,17682,54
"537390",2010-12-06 13:41:00.000,17757,18
"537391",2010-12-06 13:47:00.000,16658,59
"537392",2010-12-06 13:53:00.000,16550,18
"537393",2010-12-06 13:58:00.000,17068,56
"537394",2010-12-06 13:59:00.000,13089,34
"537395",2010-12-06 14:00:00.000,13089,56
"537396",2010-12-06 14:04:00.000,15356,55
"537397",2010-12-06 14:08:00.000,17223,59
C537398,2010-12-06 14:19:00.000,16817,53
"537399",2010-12-06 14:22:00.000,15426,18
"537400",2010-12-06 14:31:00.000,13030,60
"537403",2010-12-06 14:36:00.000,17191,35
C537402,2010-12-06 14:43:00.000,17191,60
"537404",2010-12-06 14:43:00.000,15502,18
"537405",2010-12-06 14:46:00.000,17191,18
C537406,2010-12-06 14:51:00.000,17841,56
"537407",2010-12-06 14:53:00.000,15502,52
C537408,2010-12-06 14:55:00.000,15502,35
"537409",2010-12-06 14:55:00.000,15502,36
"537410",2010-12-06 15:00:00.000,15194,9
"537412",2010-12-06 15:03:00.000,14409,60
C537413,2010-12-06 15:06:00.000,14409,9
"537415",2010-12-06 15:07:00.000,14409,34
C537414,2010-12-06 15:09:00.000,16654,53
C537416,2010-12-06 15:09:00.000,16861,56
C537417,2010-12-06 15:10:00.000,16138,35
"537418",2010-12-06 15:12:00.000,13481,9
"537419",2010-12-06 15:13:00.000,17884,34
"537420",2010-12-06 15:15:00.000,13495,56
"537421",2010-12-06 15:18:00.000,17519,35
"537422",2010-12-06 15:25:00.000,17218,18
"537423",2010-12-06 15:27:00.000,17812,52
"537424",2010-12-06 15:34:00.000,14215,33
"537428",2010-12-06 15:35:00.000,15602,55
"537429",2010-12-06 15:38:00.000,17320,53
C537431,2010-12-06 15:54:00.000,12748,35
"537433",2010-12-06 16:10:00.000,16782,52
"537435",2010-12-06 16:36:00.000,12913,34
"537440",2010-12-06 16:58:00.000,17920,56
"537441",2010-12-06 17:16:00.000,17869,56
C537444,2010-12-06 17:26:00.000,13564,33
C537445,2010-12-07 08:42:00.000,14850,53
"537446",2010-12-07 08:57:00.000,15021,34
"537447",2010-12-07 09:13:00.000,18055,55
"537448",2010-12-07 09:21:00.000,13963,33
"537456",2010-12-07 09:23:00.000,17450,35
"537457",2010-12-07 09:43:00.000,17450,59
"537458",2010-12-07 09:51:00.000,17511,9
"537459",2010-12-07 09:55:00.000,17091,34
"537460",2010-12-07 09:59:00.000,17470,18
"537461",2010-12-07 10:04:00.000,17616,18
"537462",2010-12-07 10:06:00.000,15649,55
"537463",2010-12-07 10:06:00.000,17228,52
"537464",2010-12-07 10:08:00.000,12681,35
"537465",2010-12-07 10:14:00.000,14907,52
"537467",2010-12-07 10:32:00.000,17735,52
"537468",2010-12-07 10:36:00.000,16059,34
"537469",2010-12-07 10:36:00.000,12567,35
"537470",2010-12-07 10:43:00.000,17720,33
"537471",2010-12-07 10:47:00.000,15018,55
"537472",2010-12-07 10:51:00.000,14344,18
"537476",2010-12-07 11:11:00.000,12971,35
"537484",2010-12-07 11:26:00.000,15838,36
"537489",2010-12-07 11:30:00.000,14733,18
"537509",2010-12-07 11:33:00.000,17017,33
